tweet_id,tweet_url,tweet_date,tweet_conversation_id,reply_count,like_count,tweet
1608857021893455876,https://twitter.com/MedanSoepriono/status/1608857021893455876,2022-12-30 16:06:19+00:00,1608812883831582721,0,26,@CNNIndonesia @BaznasJateng ntar ganti nama aja jadi Baznas PDIP . Gitu aja ko repot . Alasan anak SD juga bisa buat
1608854392228433920,https://twitter.com/fdlnrdh/status/1608854392228433920,2022-12-30 15:55:52+00:00,1608812883831582721,3,37,"@CNNIndonesia Yang bikin ga enaknya bahasa ""saya berencana memugar......"" Padahal pake duit zakat dari baznas
Ckckckckc"
1608853259518906371,https://twitter.com/Pecel_Lele5678/status/1608853259518906371,2022-12-30 15:51:22+00:00,1608812883831582721,0,48,"@CNNIndonesia Dana umat kenapa buat anggota partai PDIP yg Islamphobia, giliran uangnya diembat. Duitnya wangi ya pak Ganjar."
1608843395874840578,https://twitter.com/BknRakya/status/1608843395874840578,2022-12-30 15:12:11+00:00,1608812883831582721,6,48,"@CNNIndonesia Kasihan juga yaaa kader² PADIP.
Udah lama mereka mengabdi ke PDIP ttp sja hidup nya masih dibawah garis kemiskinan., padhal PDIP ini hampir 90% kader² nya menjadi Gubernur, Bupati &amp; Wali Kota diJawa tgh..
Tpi yg kaya Pejabatnya sedangkan akar rumput ttp dikasih rumput😃😅😂"
1608841171668971522,https://twitter.com/Doni_TemonKW/status/1608841171668971522,2022-12-30 15:03:20+00:00,1608812883831582721,1,21,@CNNIndonesia Blunder terbesar Ganjar Pranowo..Menggunakan dana ummat untuk kepentingan partainya. Ini perlu klarifikasi yg mendalam. Saya kira td hoaks ternyata diakui sendiri oleh Baznas Jateng.
1608835273370251264,https://twitter.com/aryadwipanggak1/status/1608835273370251264,2022-12-30 14:39:54+00:00,1608812883831582721,8,82,"@CNNIndonesia Ngelesnya kebangetan dan ga da adab kelen @baznasindonesia ,jelas jelas kumpulan kader parte @PDI_Perjuangan yg dikase dana oleh @ganjarpranowo.moga Laknat disegerakan bagi org2 yang menyalah gunakan uang amanat ummat ."
1608827926639960064,https://twitter.com/aih_aria/status/1608827926639960064,2022-12-30 14:10:42+00:00,1608812883831582721,1,97,@CNNIndonesia Bgmana umat akan percaya sama BAZNAS...
1608826855595085829,https://twitter.com/Fahmi_Ucink/status/1608826855595085829,2022-12-30 14:06:27+00:00,1608812883831582721,3,53,"@CNNIndonesia Baznas Jateng harus diaudit.
Berapa banyak  bantuan renovasi rumah untuk warga PDIP?

Tahun 2019 PDIP cuman dapet 30% suara di jateng.
Kalau &gt;50% bantuan rumah diberikan ke pengurus/anggota PDIP, maka udah jelas pembagiannya bias."
1608794877332185088,https://twitter.com/NYSRBL/status/1608794877332185088,2022-12-30 11:59:23+00:00,1608763761703424000,0,21,"@CNNIndonesia bintang dua mau lawan bintang empat ama lima, inget mbo diatas ketoprak masih ada kerupuk"
1608791603510128643,https://twitter.com/Tan_Mar3M/status/1608791603510128643,2022-12-30 11:46:22+00:00,1608763761703424000,2,68,@CNNIndonesia Deal
1608942345051074561,https://twitter.com/alvinlie21/status/1608942345051074561,2022-12-30 21:45:22+00:00,1608682638344327170,5,31,@CNNIndonesia Perang Russia v Ukraina jadi alasan 🤔🙄😨😱😵‍💫
1608933262206078976,https://twitter.com/Zombie_9Q/status/1608933262206078976,2022-12-30 21:09:16+00:00,1608682638344327170,0,12,"@CNNIndonesia Manusia2 sampah yang tidak bisa mengayomi rakyatnya, sudah sangat pantas diseret ke tengah2 masyarakat untuk diadili..."
1608703165574295552,https://twitter.com/PartaiGuremm/status/1608703165574295552,2022-12-30 05:54:57+00:00,1608682638344327170,2,30,"@CNNIndonesia luar biasa cerdiknya rezim ini,langkah selanjutnya buruh akan gugat perpu ini, kemudian dibatalkan lg oleh MK,dan jokowi akan teken perpu baru lagi,begitu terus, gw sangat prihatin dg cara rezim jokowi,"
1608830903522054149,https://twitter.com/vendavatan/status/1608830903522054149,2022-12-30 14:22:32+00:00,1608638808718991360,0,21,"@CNNIndonesia Apakah peraturan ini akan menyentuh ASN kolot yang tidak bisa kerja? Ya tidak mungkin lah, mereka kan penting untuk melanggengkan kuasa jadi ya lancar aja. Aturan ini untuk memerangkap ASN yang kritis, biar mereka paham taruhannya adalah pemecatan, bukan sekedar mutasi."
1608677510757371906,https://twitter.com/Joe_58w/status/1608677510757371906,2022-12-30 04:13:01+00:00,1608638808718991360,0,19,@CNNIndonesia Namanya juga rezim kardus ya suka suka lah.
1608647049360347136,https://twitter.com/fallbreath/status/1608647049360347136,2022-12-30 02:11:58+00:00,1608638808718991360,5,22,"@CNNIndonesia Yap, ASN yang udah tua kebanyakan nggak bisa kerja dan pemikirannya jg udah usang... Saya rasa PPPK lebih menguntungkan, kontrak per 5 tahun, kalau kinerja buruk/tidak dibutuhkan lg bisa tidak diperpanjang supaya tidak jd beban negara..."
1608620050021486595,https://twitter.com/MenatapSenja3/status/1608620050021486595,2022-12-30 00:24:41+00:00,1608607065160953857,0,15,"@CNNIndonesia Dah lama punah bos, sekalian sj diumumkan masyarakat dilarang miara dinosaurus"
1608608420382535681,https://twitter.com/p4piKRiS/status/1608608420382535681,2022-12-29 23:38:28+00:00,1608607065160953857,0,6,"@CNNIndonesia ""Dengan kata lain, SPBU swasta yang menjual BBM dengan RON di bawah 90 juga dilarang. Hal tersebut berdampak pada SPBU Vivo yang menjual BBM RON 89 dengan nama Revvo 89.""

Saking pingin nyinyir ke Pertamina si mimin sampe luput info penting ini👆🏻Revvo 89 juga kena shame on you!👎🏻"
1608608581615775744,https://twitter.com/123gggggggh/status/1608608581615775744,2022-12-29 23:39:07+00:00,1608599258294517765,0,62,"@CNNIndonesia Mau ribuan bukti pun yg dia tampilkan yang jelas membunuh, merencanakan,menghapus/ menghilangkan bukti rekaman cctv, berbohong, merusak citra seorang penegak hukum itu udah salah besar.."
1608605702611927042,https://twitter.com/cpghutapea/status/1608605702611927042,2022-12-29 23:27:40+00:00,1608599258294517765,0,39,@CNNIndonesia Sangkut Pautnya Brigadir J di klub Malam sama Kebohongan2 Putri Candrawathi dan Pembunuhan Berencana Ferdy Sambo apa ya @febridiansyah ?!?Makin Lama kelakuan @febridiansyah makin Memuakkan..
1608643355893985280,https://twitter.com/DYS_yes/status/1608643355893985280,2022-12-30 01:57:17+00:00,1608520156036337664,1,32,"@CNNIndonesia Aluminium dicuri kotaknya. 
Kardus dicuri surat suaranya. 

Arahnya sudah terbaca."
1608616651657981954,https://twitter.com/Khuluq3339991/status/1608616651657981954,2022-12-30 00:11:11+00:00,1608520156036337664,0,20,"@CNNIndonesia Bicaranya sih 4.0, mobil listrik, pokoknya serba2 canggih dan modern..."
1608601475164557312,https://twitter.com/achmad_iqbal/status/1608601475164557312,2022-12-29 23:10:52+00:00,1608520156036337664,15,52,@CNNIndonesia Indonesia konon gudangnya ahli IT. KPU tinggal Buat aplikasi untuk Pemilu. Coblos bisa lewat hp tinggal masukkan keypharase (NiK) + Password+ pilih  capres. Lebih hemat dan efisien. Problemnya MAU APA TIDAK? Bukan mau nyolong kardus apa tidak!
1608613643805159424,https://twitter.com/cullensh_/status/1608613643805159424,2022-12-29 23:59:13+00:00,1608432646660423680,2,38,@CNNIndonesia Ni klo dia tanya artinya jaya jaya jaya apaan berarti dijawab manse manse manse gt kali yha.
1608637455770742784,https://twitter.com/pakguruhonorer/status/1608637455770742784,2022-12-30 01:33:51+00:00,1608422917091774465,0,9,"@CNNIndonesia Bermula dari urusan vagina, dapat memunculkan gugatan kepada Presiden dan Kapolri.... saktinya Sambo!🐸⛏️"
1608592741713481729,https://twitter.com/rokok_garpit95/status/1608592741713481729,2022-12-29 22:36:10+00:00,1608422917091774465,0,16,"@CNNIndonesia Sambo yg megang kunci wkwkw
Ciee masih bimbang ni ye, antara ngehukum sambo sesuai undang"" dan agar semua masyarakat mengapresiasi kinerja jajaran aparat hukum serta pemerintah, atau cuma ngasih hukuman ringan karena banyak rahasia pejabat dan pemerintah dipegang sambo 😆"
1608586462756474882,https://twitter.com/PutuAgusAndre/status/1608586462756474882,2022-12-29 22:11:13+00:00,1608422917091774465,3,13,"@CNNIndonesia Sepertinya setingan/sandiwara yang amat apik telah disajikan ke publik, barada E menentang FS di persidangan, sehingga mengulur waktu yang amat panjang, jika dalam waktu 90 hari yaitu tepatnya tanggal 10 januari 2023 hakim belum juga memutuskan maka FS dkk wajib untuk dibebaskan."
1608496300970082306,https://twitter.com/sonyyyyy_k/status/1608496300970082306,2022-12-29 16:12:57+00:00,1608422917091774465,10,276,"@CNNIndonesia Kelihatan gak baca beritanya, yang digugat sambo tuh pemecatan dirinya. Pinginnya dia gak dipecat sebagai polisi. Ehh malah disangkut-pautkan mubahalah lah, KM 50 lah, mafia-mafiaan lah... Hadeehhh...iqro' bro!!!"
1608472242845028353,https://twitter.com/finskk/status/1608472242845028353,2022-12-29 14:37:21+00:00,1608422917091774465,1,27,"@CNNIndonesia Kocak, akibat takut sama sambo, kalian di permalukan, kapolri sama presiden loh di gugat balik. malu-maluin, mencla mencle ngurus urusan beginian."
1608452891148439552,https://twitter.com/levionce/status/1608452891148439552,2022-12-29 13:20:27+00:00,1608422917091774465,1,174,@CNNIndonesia plot twist of 2022. to be continued in 2023.
1608450983436386305,https://twitter.com/KurtianiA/status/1608450983436386305,2022-12-29 13:12:52+00:00,1608422917091774465,65,180,"@CNNIndonesia ada sesuatu yg sngt besar di balik kemtian yoshua, cm di bikin sandiwara pelecehan.. saling Sandra yg pasti.. Mubahala HRS sedang berjalan.."
1608450974477344768,https://twitter.com/agunke_celup/status/1608450974477344768,2022-12-29 13:12:50+00:00,1608422917091774465,2,342,"@CNNIndonesia Dimedia saling gugat, di meja makan saling bercandaan, wakanda"
1608448818366017537,https://twitter.com/ilahi_mhd/status/1608448818366017537,2022-12-29 13:04:16+00:00,1608422917091774465,0,55,@CNNIndonesia Itu ada lah ilmu biar kita ngira nya dia berselisih sama kapolri dan jokowi. Padahal semua itu udah ada permainan nya. Kita lihat aja kedepan
1608443912997466112,https://twitter.com/Mas_zobirin/status/1608443912997466112,2022-12-29 12:44:46+00:00,1608422917091774465,0,19,@CNNIndonesia Mending buka aja di publik. Biar  rame sekalian
1608443826468966402,https://twitter.com/pippo_ledeng/status/1608443826468966402,2022-12-29 12:44:26+00:00,1608422917091774465,2,37,@CNNIndonesia Apakah Sambo sudah termasuk Kadrun ?
1608442578227298305,https://twitter.com/Bimasukmaraga1/status/1608442578227298305,2022-12-29 12:39:28+00:00,1608422917091774465,11,223,"@CNNIndonesia Taikkkkkkk apaaaaaaa,buset dah ga sadar diri atau apa nih,tobat lah Sambo cs hidupmu udh di ujung tanduk"
1608441780143525889,https://twitter.com/ikopangestii/status/1608441780143525889,2022-12-29 12:36:18+00:00,1608422917091774465,1,18,@CNNIndonesia Miskinin si sambo biar ga banyak ulah
1608433312040902657,https://twitter.com/tjahkenebae/status/1608433312040902657,2022-12-29 12:02:39+00:00,1608422917091774465,1,148,"@CNNIndonesia Mboooo... Lo mau dihukum mati mbooo..
Ora sah kokehan polah.
Jgn nurutin Kuasa Hukum elu terus 
Mereka pakai jurus dewa mabok karena sdh putus asa, sdh mentok."
1608431678883770369,https://twitter.com/JogeloJomrono/status/1608431678883770369,2022-12-29 11:56:10+00:00,1608422917091774465,55,2450,"@CNNIndonesia Bagus ayo mbo sambo sekalian buka semua kasus :
-KM-50
-tragedi Mei 2019
-mafia tambang
-mafia narkoba
-mafia judi
-buku sampul merah KPK
-kebakaran Gd Jakgung

Gelar tikar lihat sinetron makin seruuu!!👏👏"
1608430379282878464,https://twitter.com/tsapaya_/status/1608430379282878464,2022-12-29 11:51:00+00:00,1608422917091774465,1,33,@CNNIndonesia Awkwkw malah kemana mana 🤣
1608428618786668546,https://twitter.com/k_frzl/status/1608428618786668546,2022-12-29 11:44:00+00:00,1608422917091774465,2,103,"@CNNIndonesia ""saya pribadi mengakui itu salah, tapi saya juga susah ngehukum temen saya.. apalagi belio sponsor utama dalam kehidupan saya"" -ucap mawar"
1608426567352610816,https://twitter.com/XephYroZ/status/1608426567352610816,2022-12-29 11:35:51+00:00,1608422917091774465,1,143,@CNNIndonesia udeh mentok otak nya fs ama pengacara nya. makin ngawur
1608425306565799937,https://twitter.com/EMusiran/status/1608425306565799937,2022-12-29 11:30:50+00:00,1608422917091774465,0,330,"@CNNIndonesia Sdh membunuh manusia dngn sengaja, harus dihukum seberat2nya"
1608302525475868672,https://twitter.com/bondannya/status/1608302525475868672,2022-12-29 03:22:57+00:00,1608268000460959752,0,9,@CNNIndonesia aaaa GATHHHEEELLL..... miskin kaya miskin kaya itu tabung gas ijo buat orang miskin juga masuk perumahan elite .. tambah ga jelas pemerenti jaman now nih
1608252938211954689,https://twitter.com/BettaEP/status/1608252938211954689,2022-12-29 00:05:55+00:00,1608086136752328704,0,22,"@CNNIndonesia Gue lebih percaya kalo lingkaran bisa menyelamatkan kita dari serangan beruang laut, daripada kinerja komnas HAM."
1608106176180547585,https://twitter.com/AFFA_SNR/status/1608106176180547585,2022-12-28 14:22:44+00:00,1608086136752328704,0,43,"@CNNIndonesia Lagian 135 bukan ape2 .. 894 petugas KPPS meningal aje biase aje tuh Pemerintah ..

Boro2 ngarep Korupsi Bansos Pelanggaran HAM .. 135 nyawa ilang aje bukan pelanggaran HAM berat .."
1608094963681886209,https://twitter.com/dimasadltya/status/1608094963681886209,2022-12-28 13:38:10+00:00,1608086136752328704,3,82,"@CNNIndonesia Gak terlalu heran sih. Dari kasus terdahulu juga keluarga korban pelanggaran HAM tak pernah mendapatkan keadilan. Tragedi 65, Tanjung Priok, Talangsari, Trisakti, Dll. 135 nyawa dibunuh aparat negara saja bukan disebut pelanggaran HAM berat."
1608091623338172417,https://twitter.com/Hwaaaannnn/status/1608091623338172417,2022-12-28 13:24:54+00:00,1608081609584160769,1,31,"@CNNIndonesia Ini rasanya yg salah media/orang yg nyebarin sihh. Soalnya kalo dari brin itu prediksi berdasarkan penelitian dan belum tentu benar juga, kan bilangnya POTENSI, KAYAK CONTOHNYA POTENSI GEMPA 8M DI PULAU JAWA -c-"
1608070407139250180,https://twitter.com/ikopangestii/status/1608070407139250180,2022-12-28 12:00:36+00:00,1608053644351660035,1,58,@CNNIndonesia Pantes keraton solo pada ribut isinya orang halu
1608078650615947264,https://twitter.com/BuruhYogyakarta/status/1608078650615947264,2022-12-28 12:33:21+00:00,1607994959017422848,3,49,@CNNIndonesia Ini ngomongnya sebagai Gubernur atau keluarga pemilik hotel?
1607970230558674945,https://twitter.com/andrian079/status/1607970230558674945,2022-12-28 05:22:32+00:00,1607913106138890240,1,16,"@CNNIndonesia Kok nga jual di shope aja yahh... kan bisa gratis ongkir skalian......

.....🏃"
1608089760316395520,https://twitter.com/pisangakupisang/status/1608089760316395520,2022-12-28 13:17:30+00:00,1607909325317754881,2,16,@CNNIndonesia @adepedia MAKO BreadMob
1607922644837597185,https://twitter.com/yarsa64823904/status/1607922644837597185,2022-12-28 02:13:26+00:00,1607909325317754881,0,26,@CNNIndonesia Orang MAKO brimob makan grtis dong 🤣🤣🤣🤣🤣
1607914927808974848,https://twitter.com/arXa_d/status/1607914927808974848,2022-12-28 01:42:47+00:00,1607909325317754881,1,30,@CNNIndonesia Kerjasama dengan POLRI ya??
1608284213333356544,https://twitter.com/nsetyo/status/1608284213333356544,2022-12-29 02:10:11+00:00,1607900260080451586,2,16,"@CNNIndonesia Orang kaya mah gak naik KRL, paling yang terdampak tar kelas menengah. Kurang miskin untuk dapat subsidi, tapi belum kaya untuk dikawal vojrider"
1608029698403217410,https://twitter.com/abidzara___/status/1608029698403217410,2022-12-28 09:18:50+00:00,1607900260080451586,1,70,"@CNNIndonesia Iya trs pemerintah ngarep kemacetan bakal berkurang, Jabodetabek makin bebas polusi. 

Ya nggak lah, pd mikir ga sih? 

Dmn2 public transport emang disubsidi buat semua golongan biar org2 pd naik public transport 🙃

Ini malah mobil listrik yg disubsidi. Bingung gw 🙃"
1607962202581135367,https://twitter.com/DadinNuryadin/status/1607962202581135367,2022-12-28 04:50:38+00:00,1607900260080451586,1,7,"@CNNIndonesia Gegayaan ngatur tarif subsidi di KRL, ngatur KPR Subsidi aja nggak becus, banyak lhooo...orang kaya borong rumah subsidi, atau selama ini tutup mata ???"
1607960341513916419,https://twitter.com/MVRRFX/status/1607960341513916419,2022-12-28 04:43:14+00:00,1607900260080451586,0,44,@CNNIndonesia Ini yang kepikiran ide kayak gini siapa sih?
1607944893800026112,https://twitter.com/eskacangred/status/1607944893800026112,2022-12-28 03:41:51+00:00,1607900260080451586,1,7,"@CNNIndonesia mending perbanyak KRL lagi deh soalnya kadang suka ngaret dan penuh banget sekalinya dateng, apalagi buat kita kita yg sering naek tangerang duri -.-"
1607941892259606530,https://twitter.com/zulhami/status/1607941892259606530,2022-12-28 03:29:55+00:00,1607900260080451586,2,198,"@CNNIndonesia Transportasi umum dinaikin(subsidi tepat sasaran bahasanya), kendaraan listrik disubsidi (marketing tepat sasaran). Jiancuk. 😅"
1607931590788919301,https://twitter.com/read_one12/status/1607931590788919301,2022-12-28 02:48:59+00:00,1607900260080451586,0,72,"@CNNIndonesia Kenapa sih suka ngucik2 hal yg sudah enak? Kenapa jg dibeda2kan yg kaya &amp; miskin? Malah jd kaya ada kesenjangan, dibentur2kan. Pdhl di KRL mh semua rata, enak. Ujung2nya yg jd korban orang menengah."
1607925167904395264,https://twitter.com/p4piKRiS/status/1607925167904395264,2022-12-28 02:23:28+00:00,1607900260080451586,0,18,@CNNIndonesia Orang kaya-nya ngambek lalu balik naik mobil lagi.. pdhl udh niat 2023 mau 'hijrah' naik transport umum aja sehari2! 😅😁
1607924453132103681,https://twitter.com/patro_van/status/1607924453132103681,2022-12-28 02:20:38+00:00,1607900260080451586,1,13,@CNNIndonesia Masa kl mau naik KRL harus tunjukan SKTM (Surat Keterangan Tidak Mampu) dari kelurahan.
1607919416955764736,https://twitter.com/IskandarDera/status/1607919416955764736,2022-12-28 02:00:37+00:00,1607900260080451586,1,17,"@CNNIndonesia Di DKI, pemprov DKI bikin kebijakan tarif integrasi jaklingko maksimal 10 rb untuk 3 jam untuk encourage orang pindah dari kendaraan pribadi ke transportasi umum, lha ini subsidi transportasi umum yg tepat sasaran mau diotak-atik"
1607915069278650369,https://twitter.com/jeff_hasibuan/status/1607915069278650369,2022-12-28 01:43:20+00:00,1607900260080451586,0,13,@CNNIndonesia Harusnya di KRL tdk perlu ada diskriminasi harga. Diskriminasi harga bisa diberlakukan jika layanan yg diberikan kpd penumpang juga berbeda.
1607913141077442561,https://twitter.com/imbackbroo/status/1607913141077442561,2022-12-28 01:35:41+00:00,1607900260080451586,1,58,"@CNNIndonesia Emang ada orang kaya yang mau naik KRL desek2an? Adanya juga kaum2 medioker, kaya kaga, miskin juga kaga. Kaum2 medioker tarifnya gak bakal naik kan ya?"
1607911050535657472,https://twitter.com/adepedia/status/1607911050535657472,2022-12-28 01:27:22+00:00,1607900260080451586,1,30,"@CNNIndonesia Dasar ideologisnya apa? Gk bolehin 'orang kaya' tidak menikmati subsidi, sedangkan mereka jg bayar pajak. Pdhl bnyk inefisiensi di pos anggaran lain, tp knp subsidi transportasi umum yg jd sasaran. Kalo nanti ada argumen cuma orang kaya yg boleh vote dlm pemilu bgmn? Kan runyam."
1607908789323464704,https://twitter.com/rosepeachnut/status/1607908789323464704,2022-12-28 01:18:23+00:00,1607900260080451586,0,5,"@CNNIndonesia ya kalau dia mampu dia mah ga akan naik krl kali, desek capek berdiri, kdg suka lama, mending duduk anteng dikursi belakang kan ada supir"
1607904800460660736,https://twitter.com/yudhaherlamban8/status/1607904800460660736,2022-12-28 01:02:32+00:00,1607900260080451586,0,13,@CNNIndonesia Indikator oranv kaya itu bagimana? Aps harus ada surat keterangan orang kaya gicu.
1607903361998946304,https://twitter.com/addxtiv/status/1607903361998946304,2022-12-28 00:56:49+00:00,1607900260080451586,2,163,"@CNNIndonesia 1. Yang kayak gini akan ribet penerapannya di lapangan
2. Justru orang kaya yang harus diencourage untuk naik kendaraan umum alih2 kend. Pribadi kalau KRL lebih mahal (+lebih lama) daripada naik motor/mobil, terus apa alasan mereka untuk beralih? Kesadaran? Goblog"
1607854673305931776,https://twitter.com/J92251/status/1607854673305931776,2022-12-27 21:43:21+00:00,1607854173005180929,3,25,@CNNIndonesia Menag paling sialan sepanjang sejarang ada negeri ini!!!!!
1607921388035399680,https://twitter.com/JagalCebong/status/1607921388035399680,2022-12-28 02:08:27+00:00,1607761510377590808,1,12,"@CNNIndonesia Jarang muncul, sekali muncul..ah sudahlah 🤮"
1607896801054707713,https://twitter.com/Ricky_MpV99/status/1607896801054707713,2022-12-28 00:30:45+00:00,1607720964875522050,0,11,"@CNNIndonesia 🤣 @Kemenag_RI @kemkominfo @KemenBUMN 
Ente kadang2 ente di tagih hutang berkedok solusi tunggakan noh. Hati2 Dana Haji @KPK_RI"
1607884728526606336,https://twitter.com/fh43si/status/1607884728526606336,2022-12-27 23:42:46+00:00,1607720964875522050,0,13,"@CNNIndonesia Acara kemenag banyak yg nggak beres emang,,dari dulu mentrinya korup semua,,tinggal tunggu waktu saja yg skarang ini juga ikutan"
1607875189970456576,https://twitter.com/OLIGARKICK/status/1607875189970456576,2022-12-27 23:04:52+00:00,1607720964875522050,0,51,"@CNNIndonesia Bayarkan hak mereka sebelum keringat mereka menetes ❌
Bayarkan hak mereka sampe mereka ngemis2 ✅"
1607769667220951040,https://twitter.com/rizalros82/status/1607769667220951040,2022-12-27 16:05:34+00:00,1607720964875522050,6,12,"@CNNIndonesia Kerugian akibat salah memilih prmimpin, makin merata"
1607751494148960257,https://twitter.com/solechan_talk/status/1607751494148960257,2022-12-27 14:53:21+00:00,1607720964875522050,1,19,@CNNIndonesia Acara sdh dianggarkan di paket meeting kok bisa nunggak ini gmn critanya??
1607730382916706305,https://twitter.com/khojan_x_x/status/1607730382916706305,2022-12-27 13:29:28+00:00,1607712655585992704,11,31,"@CNNIndonesia Yg paling konyol dari @Telkomsel pulsa gak pernah buat SMS,telfon tau2 saldo berkurang.preketek

Padahal no di aktifin cm buat no WA doang,internet pake kartu lain."
1607727075879944192,https://twitter.com/MataGaruda3/status/1607727075879944192,2022-12-27 13:16:19+00:00,1607712655585992704,0,21,"@CNNIndonesia Yg paling mnjengkelkan dr tlkomsel data habis nyedot duit,  tahu2 duit ilang krn ksedot data.  Iya ada notofikasi,  tp banyak yg kejbak,  mrk sngaja pasang jbakan,  kalau ada yg keprosok mrk bilang salah sendiri,  4njinx khan?  Kcur4ngan ini udah puluhan tahun. Rakus dan licix."
1607685333608706050,https://twitter.com/RedSemvack/status/1607685333608706050,2022-12-27 10:30:27+00:00,1607655487247638531,5,67,"@CNNIndonesia Di korsel, Sdh dpt ijin dr pemerintah, pemerintah cabut ijin krn ada penolakan, pihak masjid menggugat ke pengadilan dn menang, bhkn mahkamah agung jg memenangkan gugatan pihak masjid

Kl di wakanda, dpt ijin saja belom, ktk dipermasalahkan langsung tereak² seolah² dizolimi 😂😂"
1607942750632308736,https://twitter.com/tang__kira/status/1607942750632308736,2022-12-28 03:33:20+00:00,1607653222424121346,0,4,"@CNNIndonesia Wah. Kok bisa-bisanya ngeluarin statement gini pak.

Jadi terkesan menggampangkan padahal gabisa balik lagi nyawa penonton yang udah melayang.

Soccer is a game but people life's is not.

 #UsutTuntasTragediKanjuruhan #kanjuruhan"
1607908485936861185,https://twitter.com/mamang_opik/status/1607908485936861185,2022-12-28 01:17:11+00:00,1607653222424121346,0,13,"@CNNIndonesia Ya Allah, apakah harus semua keluarga @mohmahfudmd yg dibantai aparat dlu, biar dikatakan pelanggaran HAM berat ?"
1607756812836810753,https://twitter.com/rakyatwakandaaa/status/1607756812836810753,2022-12-27 15:14:29+00:00,1607653222424121346,0,17,"@CNNIndonesia 135 orang meninggal gara2 ditembaki gas air mata oleh polisi, ya harusnya sih pelanggaran HAM berat. Tapi inikan negeri para mafia hukum, jadi ya wajar2 aja, mereka ngomong begitu. 🥲"
1607711837436653568,https://twitter.com/nadiels/status/1607711837436653568,2022-12-27 12:15:46+00:00,1607653222424121346,7,39,"@CNNIndonesia Ada anjing di bunuh kalian ribut 7 hari 7 malam, ini tragedi ratusan orang tak berdosa meninggal kalian kompak mingkem.... Bangsa Apa Kita ini ??????????????"
