tweet_id,tweet_url,tweet_date,tweet_conversation_id,reply_count,like_count,tweet
1606623643244826625,https://twitter.com/Just_KIZ/status/1606623643244826625,2022-12-24 12:11:40+00:00,1606509738220720128,0,98,"@VIVAcoid @Puspen_TNI  kira² pura² gak tau gak klo itu org ngusahin rakyat kecil .. 
Klo muatan sampai tumpah kayak githu alamat supir yg ganti isi muatan....
Suruh ganti tuch anggotanya
Main slonong ajha dari kiri mo putar balik ke kanan..."
1606614673113387009,https://twitter.com/Mefindo/status/1606614673113387009,2022-12-24 11:36:02+00:00,1606509738220720128,6,71,@VIVAcoid Di Indonesia terlalu banyak orang Nyang minta diistimewakan. Seharusnya PNS ada pelayan masyarakat tugasnya melayani bukan dilayani dan diistimewakan
1606597189702385665,https://twitter.com/Leo_sanny/status/1606597189702385665,2022-12-24 10:26:33+00:00,1606509738220720128,0,13,@VIVAcoid tatot tatot tau²nya cepet² pengen ketemu Yang Maha Kuasa
1606591821316255745,https://twitter.com/DhanangAriono/status/1606591821316255745,2022-12-24 10:05:13+00:00,1606509738220720128,1,60,"@VIVAcoid Ya betul, pengguna kendaraan bermotor harus paham, memotong jalur truck yang bermuatan dan sedang melaju itu sangat berbahaya, mana bisa truck ngerem mendadak? Gini jangan di salahin truck nya bos @Puspen_TNI"
1606579531447668736,https://twitter.com/JRinjani/status/1606579531447668736,2022-12-24 09:16:23+00:00,1606509738220720128,0,123,"@VIVAcoid Gatot tatot di jalan minta di prioritasin.. Mirip sambo lu.. Di kawal, di gaji rakyat kerjanya ngebunuh rakyat... Tai!!!"
1606578677927784449,https://twitter.com/djalanteroes/status/1606578677927784449,2022-12-24 09:13:00+00:00,1606509738220720128,1,229,"@VIVAcoid Dipikir ngerem truk bermuatan seperti ngerem sepeda ontel pakai sendal.
Ganti tuh kerugian pihak truk, jangan malah kebalik pihak truk yang ganti rugi."
1606569488505528322,https://twitter.com/j_danie/status/1606569488505528322,2022-12-24 08:36:29+00:00,1606509738220720128,6,239,@VIVAcoid Cc @Puspen_TNI Coba dengerin reaksi masyarakat yg sdh muak dg perilaku berkendara spt ini
1606567051090624512,https://twitter.com/febry_hr/status/1606567051090624512,2022-12-24 08:26:48+00:00,1606509738220720128,0,49,@VIVAcoid Iya lah karma. Masih diselametin bersyukur lo. Ga skalian ketimbun terkubur langsung aja sono. Tat tot tat tot macam orang budeg.
1606563710474285057,https://twitter.com/JoeLibertador/status/1606563710474285057,2022-12-24 08:13:31+00:00,1606509738220720128,12,667,"@VIVAcoid Dibaca ya @Puspen_TNI ini adalah KESALAHAN Brigjen TNI Eko Setyawan Airlangga, memutar balik ke kanan dari lajur kiri, segera ganti rugi kerusakan truk dan muatannya."
1606563313219178496,https://twitter.com/AaGemss/status/1606563313219178496,2022-12-24 08:11:57+00:00,1606509738220720128,0,358,"@VIVAcoid Tat tot tat tot tugas negara kagak, berisik iya di jalan"
1606548605959311361,https://twitter.com/FajarBimkaPlur/status/1606548605959311361,2022-12-24 07:13:30+00:00,1606509738220720128,0,199,@VIVAcoid Semoga sopir truknya tidak disalahkan dan disuruh ganti rugi
1606225058426494977,https://twitter.com/zaxian4/status/1606225058426494977,2022-12-23 09:47:50+00:00,1605933948496150528,0,8,"@VIVAcoid Ini lagi media nasional muat hasil survei

Ckckckckck

Sejatinya survey itu kebutuhan internal
Jika di publis namanya promo atau kampanye terselubung berlindung dgn dalih hasil survei 

🤣🤣🤣🤣"
1606047688113287169,https://twitter.com/Tamin1970/status/1606047688113287169,2022-12-22 22:03:02+00:00,1605933948496150528,0,38,@VIVAcoid Ampe kiamat kubro juga tk survei ini mah engga bakalan menangin anies....lah wong bencinya ama anies setengah mati...mending diketawain aja kalo dia survei..
1605939231784046593,https://twitter.com/99Dahlan/status/1605939231784046593,2022-12-22 14:52:04+00:00,1605933948496150528,0,29,@VIVAcoid Lalu knp masih ketakutan kalah sama anies....kang survey ngibul😛😛
1605754075613499392,https://twitter.com/AswinbaharD/status/1605754075613499392,2022-12-22 02:36:19+00:00,1605699028137627648,1,9,"@VIVAcoid Wkwkwkwkw.. Dah jadiin lah presiden ILC dia... 
Geser tuh karni Ilyas... Dah saat ny Ibadah"
1605711080012976128,https://twitter.com/masiponk/status/1605711080012976128,2022-12-21 23:45:28+00:00,1605699028137627648,28,19,"@VIVAcoid Wong yg nonton ILC dari dulu org pendukung Baswedan kok,, Yo gak kaget.."
1605708631437357056,https://twitter.com/SaidAgils/status/1605708631437357056,2022-12-21 23:35:45+00:00,1605699028137627648,1,16,"@VIVAcoid Gak bs jadi patokan, nanti mlh playing Victim. Yg punya hak suara itu hampir 185 jt. Dulu Jokowi selalu kalah sama Prabowo dipolling ILC atau polling media lain maupun akun Individu. 

Jika GP fix Capres, Gambaran pendukung GP persis JKW bnyk pemilih Grasroot yg tdk main medsos."
1605354913462374400,https://twitter.com/dedyicon/status/1605354913462374400,2022-12-21 00:10:12+00:00,1605345698714722305,6,25,"@VIVAcoid Rezim ini memperlakukan Anies sama seperti belanda memperlakukan soekarno dulu.

Suatu saat nanti Anies akan dianggap sebagai pahlawan."
1605058490246254593,https://twitter.com/Dorraemon_/status/1605058490246254593,2022-12-20 04:32:19+00:00,1605025728197980160,1,11,"@VIVAcoid Perang lawan taliban saja kau kocar kacir dan saat menggulingkan Taliban kau kerahkan NATO main keroyokan, begitu juga saat menggulingkan Khadafi kau kerahkan Pasukan NATO dan seenak jidad kau Ngebom sana sini, terus melawan Russia cuma 3 hari !? Hah,Kau kebanyakan makan Seblak!"
1605002078224801793,https://twitter.com/IamYogas/status/1605002078224801793,2022-12-20 00:48:09+00:00,1604832189317009408,19,17,"@VIVAcoid Kalian selama ini 'paksa"" non muslim dengar adzan 5x/hari , diminta pake atribut buat memeriahkan suatu momen aja pake ribut segala 😂 . 
Ini cuma atribut lho ya, palingan cuma bando warna ijo merah atau topi santa doang. 😂😅🤣🤣🤣🤣"
1604979960380547072,https://twitter.com/Rockgar12/status/1604979960380547072,2022-12-19 23:20:16+00:00,1604832189317009408,0,22,"@VIVAcoid Yang maksa siapa goblog? Org lagi cari duit loe larang2,kalo mereka nganggur gak punya duit loe mau ngempanin mereka??"
1604835390199775232,https://twitter.com/saksenengku_bro/status/1604835390199775232,2022-12-19 13:45:48+00:00,1604832189317009408,9,19,@VIVAcoid Cuma di Indonesia minoritas banyak gaya
1604819075573895169,https://twitter.com/Tan_Mar3M/status/1604819075573895169,2022-12-19 12:40:58+00:00,1604724485521035264,1,37,@VIVAcoid Udah ajukan Proposal blom?
1604793417837707264,https://twitter.com/nayla_adjha/status/1604793417837707264,2022-12-19 10:59:01+00:00,1604724485521035264,4,92,"@VIVAcoid Hanya di rezim PKI, @banser dijadikan alat,
Sebetulnya BANSER itu tugasnya apa saja ya!
Seingat ku, banser adalah pengawal ki'yai. Ustadz dan ulama.
Dan di rezim PKi saat ini, banser berubah manjadi boneka rezim penguasa ."
1604775224527814656,https://twitter.com/RahmadanKemas/status/1604775224527814656,2022-12-19 09:46:43+00:00,1604724485521035264,0,32,"@VIVAcoid Wkkwwkwkkw
Cuman bisa mya ngamankan gereja. 
Di saat ada bencana di daerah ngga nampak ormas nya. Ini ormas amplop bukan ormas sosial.
Di isi orang2 yg tidak jelas"
1604771738994085888,https://twitter.com/yanaja095/status/1604771738994085888,2022-12-19 09:32:52+00:00,1604724485521035264,0,42,@VIVAcoid Penjaga NKRI Banser baiknya dikirim ke Papua OPM lagi ngamuk pingin cerai sama NKRI
1604763930827427840,https://twitter.com/Mrs_SSHY/status/1604763930827427840,2022-12-19 09:01:50+00:00,1604724485521035264,10,80,"@VIVAcoid Giliran masjid, imam masjid &amp; Qur'an dirusak diam saja tak bergeming pdhl masif terjadi dalam berbagai daerah. Bener2 kaum munafikun buih dilautan org2 Banser ngaNU ini 👎"
1604761561360236544,https://twitter.com/Natsu23311727/status/1604761561360236544,2022-12-19 08:52:25+00:00,1604724485521035264,23,112,@VIVAcoid Jangan buat narasi seolah natal tidak aman di  negara ini!!!! Ini negara paling toleran!!!
1604758032268685312,https://twitter.com/AwanRahmat/status/1604758032268685312,2022-12-19 08:38:24+00:00,1604724485521035264,0,50,"@VIVAcoid Gereja dijaga, giliran pengajian yang bukan dari organisasinya dibubarkan🤭"
1604752151502553089,https://twitter.com/liffitrindewor/status/1604752151502553089,2022-12-19 08:15:02+00:00,1604724485521035264,0,21,"@VIVAcoid Kemarin polis bukannya udah sukses ngamanin nikahan sang pangeran, ngapain bantu?! Ga percaya kesuksesan polis apa ya?"
1604751917212581889,https://twitter.com/atipsthahir/status/1604751917212581889,2022-12-19 08:14:06+00:00,1604724485521035264,0,91,@VIVAcoid Kasihan banget pengen mkn yg enakan harus tunggu 1 tahun😂😂🤣🤣
1604751874837868544,https://twitter.com/Jokotol7/status/1604751874837868544,2022-12-19 08:13:56+00:00,1604724485521035264,0,37,@VIVAcoid Proyek cair nie??
1604748068460847105,https://twitter.com/blekatze/status/1604748068460847105,2022-12-19 07:58:48+00:00,1604724485521035264,0,39,@VIVAcoid wuiihhh 200rb.... kalo dikirim ke papua bisa bocar bacir tuh....
1604746146400043008,https://twitter.com/AbdiLla90306141/status/1604746146400043008,2022-12-19 07:51:10+00:00,1604724485521035264,2,26,"@VIVAcoid Apapun kata orang,,,  yg penting bangga jadi Banser,  banyak order setiap menjelang Natal dan Thn Baru"
1604744700191465472,https://twitter.com/joriz_ariz/status/1604744700191465472,2022-12-19 07:45:25+00:00,1604724485521035264,63,56,"@VIVAcoid Yang nyinyirin Banser amankan gereja udah pasti pendukung TERORIS. mereka kesel karena agenda kawan2 mereka buat ngeBOM gereja bakal dihadang Banser.
Terus banyak yg super TOLOL dengan mengkaitkan Banser dgn pemberantasan OPM. Kadrun rata2 emang uneducated alias bodoh"
1604740084997447680,https://twitter.com/Prasetyaaboed/status/1604740084997447680,2022-12-19 07:27:05+00:00,1604724485521035264,1,24,@VIVAcoid Papua lebih butuh Banser buat numpas GPK
1604737744609382400,https://twitter.com/Ykrl10/status/1604737744609382400,2022-12-19 07:17:47+00:00,1604724485521035264,7,179,@VIVAcoid Ini sih orientasinya fulus. Klo serius jaga NKRI harusnya mereka sudah dikirim ke papua. Betul tidak @NUgarislucu @YaqutCQoumas
1604734364239204352,https://twitter.com/usmanz_76/status/1604734364239204352,2022-12-19 07:04:21+00:00,1604724485521035264,22,158,"@VIVAcoid Sangakain siap bantu amankan teroris di Papua..eh taunya gereja.
Kalau kelompok ini wajarlah tugasnya jagain natal Dan dangdutan.
Tapi Ada tu kelompok yg punya senjata lengkap dia bangga Dan joget2 pula setelah jagain pesta majikan kan .
Giliran numpas teroris malah.
****🤭 Siapa"
1604650403333046272,https://twitter.com/donie_radja/status/1604650403333046272,2022-12-19 01:30:43+00:00,1604541281933619201,0,9,@VIVAcoid Selamat!... sekarang Anda sudah boleh tenang dan tidak perlu takut lagi dengan Nasdem dan safari politik Anies
1604349039901700097,https://twitter.com/cebongmunafik/status/1604349039901700097,2022-12-18 05:33:13+00:00,1604325719835922433,0,33,@VIVAcoid aslinya Simulasi ...cuma gegara Click bait kata simulasi di hilangkan... mantap dah buat nambah kesan radikal radikul
1604327628256579584,https://twitter.com/Nomiss37057217/status/1604327628256579584,2022-12-18 04:08:08+00:00,1604325719835922433,2,46,"@VIVAcoid Lah.. ngapain simulasi, kangsung aja lah berangkat ke papua, udah jelas ada teroris di sana,.."
1604259157116596224,https://twitter.com/u45/status/1604259157116596224,2022-12-17 23:36:03+00:00,1604255005409935360,0,36,"@VIVAcoid Ah... Ini sih perang perangan.
Noh di papua ampe korban mobil dibakar 3 unit."
1604099863431753729,https://twitter.com/tok_suharto/status/1604099863431753729,2022-12-17 13:03:04+00:00,1603991903695175680,1,12,"@VIVAcoid yaelah masa takut ama pensiunan, sampeyan Menkopulhukam aktif dan dibeking presiden aktif"
1603952202447716352,https://twitter.com/ImminentDangers/status/1603952202447716352,2022-12-17 03:16:19+00:00,1603800254117470208,1,36,"@VIVAcoid Yg Jual diri Di ATM, yg baliho keplak sayap dimana2, yg Jual diri sbg panglima santri, yg rambut putih ngilang mulu Dari jam kantor, kok bawaslu cuek aja? Longor"
1603923655259746306,https://twitter.com/YSakhrul/status/1603923655259746306,2022-12-17 01:22:53+00:00,1603893758025945088,0,13,"@VIVAcoid Wkwkwkwk sentil tuh ganjar sama jokowi, terang-terangan ninggalin tugas. Jokowi ngumpulin masa di gbk, ganjar keluyuran padahal di daerahnya lagi banjir"
1603916097249415168,https://twitter.com/P4tr10th0l1/status/1603916097249415168,2022-12-17 00:52:51+00:00,1603893758025945088,0,14,"@VIVAcoid Anies saat ini bukan pemimpin satu lembaga pun,kenapa yg masih punya jabatan tidak dipersoalkan safari nya?"
1603807996383223808,https://twitter.com/Kiamatbencana/status/1603807996383223808,2022-12-16 17:43:18+00:00,1603800254117470208,0,32,@VIVAcoid Yg jelas kampanye 3 periode loe diam aj..?  Sarap loe
1603787995169304576,https://twitter.com/AdiAdimsamin/status/1603787995169304576,2022-12-16 16:23:49+00:00,1603743559227969536,1,36,"@VIVAcoid jauh jauh hari sebelum anies jalan2 ke daerah, baliho  segede gaban bergambar puan, airlangga dan muhaimin  dan gambar abang ganteng dmesin2 atm sudah lebih dulu menyapa rakyat diseantero negeri, tak mengapa kan????
jadi selow selow sajalah bonbon…."
1603754286827024384,https://twitter.com/Ariiq39638088/status/1603754286827024384,2022-12-16 14:09:52+00:00,1603719365672988675,0,10,"@VIVAcoid Anak muda yang masih punya kewarassn berfikir maka sudah pasti akan hengkang dari PSI, coba perhatikan narasi² ketumnya tdk ada gagasan besar utk NKRI ke depan,yg ada hanya fitnah dan tuduhan² tdk berdasar ke Anies , anak muda kok otaknya penuh kebencian ke Anies😛😛😛"
1603749667606777856,https://twitter.com/AlbertKusen12/status/1603749667606777856,2022-12-16 13:51:31+00:00,1603743559227969536,0,31,@VIVAcoid Oh ya. Lantas yg wacanakan perpanjangan jabatan presiden konstitusional? Anda spt dewa yanus.
1603709623114305536,https://twitter.com/hi_limm/status/1603709623114305536,2022-12-16 11:12:24+00:00,1603660504165408768,0,42,@VIVAcoid lu datang ke Karen's Diner bayarnya pake BPJS . fix bakalan Jutek melebihi pegawai puskesmas
1603695208289382400,https://twitter.com/DsSupriyady/status/1603695208289382400,2022-12-16 10:15:07+00:00,1603674934097625093,1,14,"@VIVAcoid Saat tidak punya kader yg bisa dimajukan untuk melawan Anies Baswedan,mereka mulai Mendongeng ttg Fundamental Bangsa."
1603674123108257792,https://twitter.com/BiWhy1/status/1603674123108257792,2022-12-16 08:51:20+00:00,1603660504165408768,0,60,"@VIVAcoid Yes bener bgt..pegawai Puskesmas sejutek itu..kejadian dikampung, pas orang tua mau berobat sampe aku telp dari Jakarta, katanya belum bayar BPJS lah sampe ngasih surat rujukan yg penuh drama asli ngeselin pokoknya"
1603630812322488320,https://twitter.com/HARIMAU_JAYA/status/1603630812322488320,2022-12-16 05:59:14+00:00,1603587227858395137,0,6,@VIVAcoid @bawaslu_RI sudah tidak adil dari awal dalam menilai sesuatu
1603619472296017921,https://twitter.com/Oth3y/status/1603619472296017921,2022-12-16 05:14:10+00:00,1603587227858395137,0,10,@VIVAcoid Kalau Pak Presiden bilang calon penggantinya pilih yg rambut putih dan berkerut termasuk kampanye gak ???
1603569436107378688,https://twitter.com/HelmiFelis_/status/1603569436107378688,2022-12-16 01:55:21+00:00,1603369165343330304,6,53,"@VIVAcoid Jika sudah melampaui batas @NasDem bisa beri efek jera secara langsung

Karena Anies tidak akan lakukan itu

."
1603566167376793601,https://twitter.com/Remy6810/status/1603566167376793601,2022-12-16 01:42:21+00:00,1603369165343330304,0,15,"@VIVAcoid Mau kalian cuci pakai air keras pun, tak akan punah dlm ingatan rakyat Indonesia. Silakan dibranding dgn cara apapun, busuk yg tetap busuk"
1603547799701766144,https://twitter.com/AlfianNoro/status/1603547799701766144,2022-12-16 00:29:22+00:00,1603481150470885377,1,28,@VIVAcoid Lebih Sangat tidak etis lagi presiden jadi jurun kampanye (pake uang rakyat lagi)
1603538412069195776,https://twitter.com/alex_suprijadi/status/1603538412069195776,2022-12-15 23:52:04+00:00,1603369165343330304,0,20,@VIVAcoid Emang siapa nasdem partai kecil sok ngatur
1603524100588441601,https://twitter.com/Irfan_Cowgan/status/1603524100588441601,2022-12-15 22:55:12+00:00,1603369165343330304,2,31,@VIVAcoid Enak aja minta hentikan. Dulu waktu pilkada dki 2017 berasa perkasa dan sok besar dng 212 pe'a bin super gobloknya. Sdh wktnya kalian jual kt borong abisssss plus cash kerassss
1603450104287199232,https://twitter.com/sukma_rijady/status/1603450104287199232,2022-12-15 18:01:10+00:00,1603350165657890818,5,25,@VIVAcoid Baru kali ini Presiden yang mau abis jabatan masih dibikinin survey? Ngapain?
1603391929026482176,https://twitter.com/Ariefkasam2/status/1603391929026482176,2022-12-15 14:10:00+00:00,1603369165343330304,6,42,"@VIVAcoid Bapak politik identitas , intoleran  tak akan bisa lepas dari Anies , walau sekarang berkamuflase seolah toleran dan nasionalis ."
1603377553397276672,https://twitter.com/Ampona4/status/1603377553397276672,2022-12-15 13:12:52+00:00,1603369165343330304,0,18,@VIVAcoid Tanpa di kampanyekan juga semua orang bisa melihatnya..terlalu banyak jejak digital nya
1603364166462365696,https://twitter.com/Safei67593228/status/1603364166462365696,2022-12-15 12:19:41+00:00,1603350165657890818,1,33,"@VIVAcoid Rakyat makin mencret zaman sekarang, paling hebat ndas mu"
1603309970891546624,https://twitter.com/p4piKRiS/status/1603309970891546624,2022-12-15 08:44:19+00:00,1603229246272704513,0,11,@VIVAcoid Cek rekening2 atas nama semua ajudan petinggi Polri dong!!! 😅🤭
1603286596849401856,https://twitter.com/Haji_Wisnu81/status/1603286596849401856,2022-12-15 07:11:26+00:00,1603229246272704513,0,11,"@VIVAcoid Ramai ramai ppatk cek rekening orang disekitaran pejabat, bulan cuma polri, semua..."
1603257601084751873,https://twitter.com/arivanuaranu/status/1603257601084751873,2022-12-15 05:16:13+00:00,1603231191012085761,0,28,"@VIVAcoid Terserah mereka mau kawin atau nggak, asal jangan jadi ""wartawan"" julid kayak lu aja, Ded."
1603255834481692672,https://twitter.com/Alhamdulillahm7/status/1603255834481692672,2022-12-15 05:09:12+00:00,1603214775802290176,0,26,@VIVAcoid Anies udah pengsiun mau apalagi tugas usah selesai saatnya anak muda ngopi2 di emperan toko... Ngembel lagi seperti sedia kala....
1603249276670222336,https://twitter.com/Near_niaa/status/1603249276670222336,2022-12-15 04:43:09+00:00,1603231191012085761,0,23,"@VIVAcoid Dedi, yuk bisa yuk kalimatnya jangan tolol gitu 😊 pemilihan beritanya emang gak mutu, tapi gak perlu diperjelas juga dgn mempertontonkan isi otakmu yg kecil itu lewat tulisan. 🙂"
1603245141623726085,https://twitter.com/aldapstsr/status/1603245141623726085,2022-12-15 04:26:43+00:00,1603231191012085761,4,93,@VIVAcoid Dedi goblok
1603239587324645377,https://twitter.com/_ikhwanyan/status/1603239587324645377,2022-12-15 04:04:39+00:00,1603214775802290176,1,35,@VIVAcoid Secara tak langsung Ernest mengatakan bahwa PSI berpolitik dgn cara tidak baik. Memang seperti itulh wajah PSI. Bukn begitu ?
1603221227677442048,https://twitter.com/harjonoabi/status/1603221227677442048,2022-12-15 02:51:41+00:00,1603214775802290176,1,28,"@VIVAcoid @psi_id itu residu kekalahan @basuki_btp di Jakarta, jadi cara2 berpolitiknya ya begitulah"
1603082291559174144,https://twitter.com/RidNgemil/status/1603082291559174144,2022-12-14 17:39:36+00:00,1602909791302844416,0,13,@VIVAcoid Kalo nyiapin pasukan yang bisa jaga rakyat papua dan basmi KKB berapa lama? 5 or 10 tahun cukup gak? Atau mau tambah 5 tahun lagi?
1602895922014216192,https://twitter.com/Julian303/status/1602895922014216192,2022-12-14 05:19:02+00:00,1602853018000850949,0,29,"@VIVAcoid Sudah beberapa pemilu dilewati ...
Sekarang fear mongering menebar ketakutan .
Ngaku saja takut kalah kan ?"
1602885449009143808,https://twitter.com/wahyu_djanti88/status/1602885449009143808,2022-12-14 04:37:25+00:00,1602853018000850949,0,89,"@VIVAcoid Terus maumu apa lek mul??? Tunda pemilu? 3 periode??? OPM noh lu urusin, ga usah tunggu pemilu sdh membantai warga sipil."
1602884339380805636,https://twitter.com/AlfianNoro/status/1602884339380805636,2022-12-14 04:33:01+00:00,1602853018000850949,0,170,"@VIVAcoid Ketakutan yg dilandasi : Takut kehilangan  jabatan, tak kehilangan kekuasan, Takut kebusukan  terbongkar.."
1602882227431526400,https://twitter.com/Karinbahary2/status/1602882227431526400,2022-12-14 04:24:37+00:00,1602853018000850949,2,52,"@VIVAcoid Heh pak @Dr_Moeldoko hati2 anda kalo bicara 
Timur tengah negara maju
Yg gak stabil seperti nya otak anda deh ..!!!🙄🙄"
1602875661621731329,https://twitter.com/Abahpurwa1/status/1602875661621731329,2022-12-14 03:58:32+00:00,1602853018000850949,1,26,"@VIVAcoid Hadapi semua masalah negara sesuai UUD dan Konstitusi. 
Bukannya malah bikin bypass semua hal, tabrak sana sini. Alasan keamanan. Apa pula yg terjadi saat ini adalah buah kerja kerja kerja kalian selama 2 periode. Mikir makanya."
1602873364049108993,https://twitter.com/mamang_opik/status/1602873364049108993,2022-12-14 03:49:24+00:00,1602853018000850949,4,73,"@VIVAcoid Ko kalian pejabat yg takut, kami rakyat santai aja !
Kapan begal partai lagi ?"
1602871159208693761,https://twitter.com/yanpanjie/status/1602871159208693761,2022-12-14 03:40:38+00:00,1602853018000850949,0,18,"@VIVAcoid Trus,mau dijadikan alasan untuk penundaan pemilu,penambahan masa jabatan &amp; 3 periode?"
1602865044353875968,https://twitter.com/Khojan7/status/1602865044353875968,2022-12-14 03:16:21+00:00,1602853018000850949,1,87,"@VIVAcoid Pak mul klo ngomong bok ya mikir pake perasaan.

Kita punya aparat polisi dan TNI,kok bikin omongan yg pesimis,sama aja meremehkan mereka

Negri baik2 saja,rakyat tambah mlarat juga diem gk teriak2 kayak pejabat

Jd pejabat jg suka bikin gaduh dan polemik."
1602861562255245312,https://twitter.com/Ahmadhadi1957/status/1602861562255245312,2022-12-14 03:02:30+00:00,1602853018000850949,2,14,@VIVAcoid Mumpung sekarang ini ini suasana adem. Bagaimana kalo di percepat pemilunya jangan 2024
1602854209459990528,https://twitter.com/IsoWira/status/1602854209459990528,2022-12-14 02:33:17+00:00,1602853018000850949,0,117,"@VIVAcoid Jangan terus nakut-nakutin, pak. Keturunan orang Timur Tengah jadi Gubernur di Ibukota Indonesia semua aman-aman aja. Takutlah dengan harga dolar dan bahan-bahan pokok yang terus naik, pak!"
1602853965594791936,https://twitter.com/abi_athallah/status/1602853965594791936,2022-12-14 02:32:19+00:00,1602853018000850949,0,28,@VIVAcoid Masih jauh 2024.. noh KKB OPM sudah membunuh anak bangsa
1602820161559728128,https://twitter.com/HelmiFelis_/status/1602820161559728128,2022-12-14 00:18:00+00:00,1602579354957250560,4,22,"@VIVAcoid Hahaha, rusak, akhirnya gak ada malu lagi, gak peduli lagi sama rakyat, mau tau bobrok kek mau enggak kek 😅😅😅

."
1602680664998170624,https://twitter.com/Winardi_641/status/1602680664998170624,2022-12-13 15:03:41+00:00,1602528499402956801,0,5,@VIVAcoid GELANDANGAN POLITIK sudah mulai halu 😎
1602644164210229248,https://twitter.com/JohnPhi42491333/status/1602644164210229248,2022-12-13 12:38:39+00:00,1602528499402956801,1,16,"@VIVAcoid Kasihan beliau 
1. PAN direbut.
2.Anak cerai.
3. Gelar Prof dicabut.
4. Dibuly krn gk tepati janji jln kaki jogja-jkt.
5. Diprank sama ratna sarumpaet.
5. Dituduh sengkuni
6. Sdh sepuh msh suka nyinyir.
7. ..."
